0.3366,0.2877,0.2681,0.2659,0.2633,0.262
0.2773,0.2578,0.249,0.2496,0.2504,0.2502
0.2464,0.2409,0.2373,0.2401,0.2418,0.2424
0.2365,0.2314,0.2294,0.2305,0.2344,0.2354
0.2504,0.2289,0.2271,0.2276,0.2306,0.2313
